xcood,ycood,zcood,scalar
41.566280,70.902214,21.586893,1068.756279
57.899798,52.230487,0.306026,1200.706064
46.190865,17.063764,22.537504,1134.463659
34.547175,55.224848,26.797204,1219.488158
46.152457,40.937672,54.263299,1075.107906
48.300470,34.060432,47.253441,1044.686887
55.091026,54.427946,25.952121,1185.157593
54.238422,19.663700,7.761955,1783.491477
38.678739,54.039698,0.750834,1052.514203
55.548710,52.920089,9.514084,1282.286698
43.456869,18.762443,54.519154,1138.948477
51.269677,23.273000,43.936124,1872.884229
37.879949,12.450325,6.402772,1121.481453
54.621177,19.974690,21.765686,1559.446606
16.051048,11.903045,9.247686,1608.600798
52.285847,53.004576,18.959532,1960.307440
53.573770,55.631251,8.882541,1362.137783
39.632475,14.891616,52.097859,1343.895367
45.338780,27.710461,38.694954,1380.955856
40.935236,11.908890,26.487225,1992.772276
10.933089,31.306779,22.847465,1196.484899
9.863019,35.162078,21.648270,1546.309165
34.368489,28.172240,67.049802,1803.809074
49.547601,28.534079,24.496270,1665.014847
39.387321,22.215696,55.356108,1066.189626
44.548922,28.205388,44.108857,1089.246333
34.203809,58.048349,31.753670,1971.056660
47.393846,71.545466,21.346935,1290.862148
27.598098,55.253118,21.170307,1574.240112
33.593153,36.479675,60.269892,1276.421987
54.473097,41.677399,21.446294,1538.246341
18.544401,17.607138,8.238506,1581.727574
16.950686,59.443162,31.371191,1340.333757
48.239555,17.860787,8.111797,1997.419618
41.356441,16.620570,17.222849,1698.978286
6.328138,37.891124,11.727349,1315.362234
24.127021,12.142267,46.576352,1605.735686
41.899518,73.033635,26.979572,1053.173150
27.617282,53.356549,2.628916,1622.536532
26.656090,12.075915,6.760047,1737.097340
35.286540,50.142309,35.718203,1496.928045
51.304183,59.102891,32.825265,1010.817395
38.858666,8.477955,10.264765,1065.293002
59.112127,24.874259,15.101638,1484.193600
38.507559,58.999081,46.346499,1340.213451
50.485519,50.737509,41.694122,1299.552196
5.189091,45.161984,2.823140,1136.798811
34.400866,2.670932,3.629549,1683.070536
47.651503,23.695582,39.983535,1373.226814
50.668244,30.555424,14.314335,1256.217932
14.510879,19.010771,29.248580,1975.754368
45.308721,73.396371,11.385190,1024.770867
46.705241,50.643294,7.215735,1186.865338
22.531714,6.333654,6.415476,1676.949560
59.081597,38.186244,8.127425,1502.120391
48.097187,43.455050,22.054727,1612.859282
15.985628,57.677052,35.468834,1927.829304
13.551291,25.754252,13.680420,1964.515599
52.294048,16.099540,27.310469,1109.997538
45.794672,74.261938,20.735213,1167.535635
8.163549,46.883593,30.760970,1887.623677
44.986743,75.637996,4.832814,1770.632093
23.282963,36.996229,67.846422,1773.071963
52.336104,37.159557,5.167617,1845.358165
56.688191,26.106099,11.719685,1409.674556
48.179342,12.075841,4.780909,1645.946132
46.857877,48.136067,30.250140,1934.692570
22.934510,57.666671,25.969366,1396.657080
31.971359,23.239118,62.628107,1727.930131
46.185927,67.449671,29.394637,1840.273907
32.118355,54.789312,30.842288,1744.046146
15.787000,51.661868,8.279272,1563.614897
40.687153,54.419552,24.266025,1814.228141
9.084224,36.769514,34.269070,1801.639266
16.647970,69.173907,27.036140,1329.081253
46.911023,61.280547,33.314309,1678.263921
45.739550,54.545644,25.586999,1981.724168
35.155998,54.818529,30.417957,1787.927468
22.002687,51.424118,22.359150,1192.670310
41.624006,26.779586,66.541015,1016.840519
39.508028,64.859145,36.796182,1480.993657
5.855155,33.520529,1.462130,1545.575630
21.669008,40.025127,64.829702,1270.606382
11.562574,22.471438,24.613040,1024.866450
56.853919,29.706471,15.248722,1587.484333
19.679133,17.326822,17.428240,1901.944503
18.545978,34.316490,60.636558,1879.674032
15.774614,14.770550,8.738381,1257.349705
8.268526,48.132614,0.276216,1418.267843
52.938424,40.296865,11.872316,1729.652042
47.225812,21.369686,39.163538,1644.090537
15.455636,51.743797,36.784048,1527.065604
20.484242,5.887597,14.315606,1044.838744
57.671564,25.977031,14.799081,1407.735502
57.790012,57.812006,3.679589,1467.318180
47.561885,18.874122,35.010692,1534.387562
16.106570,32.336082,31.076085,1326.321292
26.109306,70.631616,33.026470,1151.249304
54.056649,33.503072,32.228618,1687.870474
25.910295,3.796356,17.977096,1767.487709
8.542273,18.535691,1.721678,1256.591785
24.040258,51.075401,52.226079,1944.119655
51.582415,13.759584,19.341117,1140.857186
53.528252,30.558934,5.980569,1444.410730
30.886195,48.923472,32.425546,1074.395749
26.040040,4.828527,2.318051,1667.300976
32.288844,58.869755,49.662174,1027.219603
42.544241,54.456269,35.960042,1702.674379
18.438354,16.813866,0.951431,1720.445165
52.308101,32.769159,34.503223,1104.272018
46.169626,75.129092,6.803187,1360.480745
49.856119,15.929878,17.540713,1810.800464
45.653235,51.058499,49.415049,1268.187390
33.864593,8.565746,17.508475,1733.289560
10.048086,19.451760,38.013261,1900.489735
14.458703,24.125927,41.505646,1906.653084
24.267680,3.732172,4.867386,1692.267469
38.777153,3.518813,14.157920,1392.465108
54.107781,42.133699,11.817405,1165.498267
17.237562,23.785141,37.884295,1550.782862
18.716416,22.602094,41.174077,1966.419501
10.784941,61.254526,20.090413,1308.746890
22.204319,70.011062,33.680362,1615.696847
36.040658,18.560333,63.848273,1535.350019
13.663861,46.764699,41.202420,1998.151260
35.786060,11.187843,46.656161,1625.593932
43.516882,25.762517,45.991744,1985.673306
30.335466,77.647812,6.371294,1476.741298
49.107765,15.047355,3.146011,1848.812993
19.979504,11.965564,36.042708,1738.498104
27.768364,56.272668,30.856369,1580.375048
52.604328,52.606695,1.487844,1978.419733
45.913129,33.537425,48.599913,1339.688090
11.529404,20.714328,26.894353,1490.236735
22.884407,46.040913,44.755850,1661.934655
14.989120,60.182570,29.795658,1423.143681
45.511561,10.183500,20.697462,1845.363357
14.182840,37.695360,22.407437,1966.481541
35.765734,56.859216,24.721574,1747.489341
22.006375,42.154089,61.154113,1524.811237
18.954852,41.322748,55.086915,1126.786923
52.246938,20.662181,45.893616,1722.978806
26.052342,54.153591,40.731726,1736.144523
15.614923,15.699930,9.529406,1301.618665
33.107103,13.749411,47.602814,1123.340674
11.475358,53.065461,33.779325,1072.487006
8.464132,41.464642,37.231873,1720.706362
21.072258,45.885352,27.760104,1947.091968
12.595608,63.042364,8.999708,1140.737479
53.473438,52.563307,21.912565,1345.829195
8.546324,27.676760,29.930599,1781.628796
15.399062,52.164236,16.695542,1520.835580
43.268883,41.669265,61.065728,1859.841240
16.613941,30.213350,32.075584,1658.791962
22.784993,51.432995,2.297267,1861.372231
32.345598,51.253026,23.626261,1398.624004
41.792810,32.177058,61.567643,1566.520674
41.044434,46.534475,55.572094,1268.178081
36.087643,45.071054,61.597450,1886.000787
51.468795,48.451876,17.411339,1164.801211
48.587422,41.203088,47.968891,1085.041043
17.005582,36.138107,50.339128,1611.195011
12.218464,17.927855,32.129538,1568.821935
54.120157,38.868581,17.228253,1477.234769
46.638962,61.833845,32.183663,1535.433134
6.687953,56.599921,0.341372,1193.608593
47.952087,15.736430,31.757549,1204.675010
37.739767,26.433212,59.223891,1410.509715
28.325960,53.915755,15.528627,1140.864249
40.779291,13.448893,2.409316,1981.830712
38.317791,75.393624,25.882505,1927.267009
32.308774,55.104887,37.000194,1589.424985
44.092574,36.042702,58.855199,1778.713840
23.330123,72.861565,28.821658,1939.402640
13.144605,21.567096,21.789298,1474.170121
48.305297,47.071567,10.382907,1447.172919
34.362158,13.227271,39.436765,1637.638639
49.045382,55.295163,2.205140,1829.464657
39.290236,42.917512,60.217644,1203.876141
19.886728,23.119873,34.420383,1341.089459
48.800753,51.650923,22.143069,1030.549129
47.509691,25.936105,30.624015,1416.567967
9.538963,42.985655,27.362259,1147.022751
19.646006,14.076777,29.435878,1311.307852
14.076343,66.194453,12.047712,1632.890381
41.324258,57.063687,18.435278,1483.091422
34.769845,34.857339,58.902472,1814.437323
50.529429,45.924563,10.814854,1537.745944
6.099565,42.345440,3.316374,1661.182188
27.132589,9.547144,23.004349,1484.174270
36.549157,48.012783,49.955528,1710.309409
49.552704,60.608581,26.127862,1291.054552
42.633170,53.481003,47.421790,1346.084882
20.669793,55.497483,29.899760,1383.137890
20.818109,33.130132,58.976403,1270.391067
55.681395,24.594572,15.694972,1644.910765
10.575649,29.061818,49.242348,1513.826876
24.036265,59.396438,9.025931,1096.704653
12.940621,22.459083,10.035750,1556.223721
33.250961,33.612287,59.641906,1812.241775
10.642938,50.598114,5.910830,1255.515314
16.395902,22.815243,48.476139,1083.873865
44.193338,28.065472,45.389792,1139.339936
21.058670,4.344548,3.686797,1742.713728
23.053010,25.412326,52.111280,1603.494567
32.898334,25.237065,61.798781,1252.186670
45.668112,14.488445,7.123367,1389.593948
11.782834,27.147462,13.249850,1973.570989
21.905556,79.060830,3.095489,1075.611862
12.639741,43.735345,26.913164,1683.871625
27.105094,58.187212,50.056848,1663.998734
11.178929,54.261686,27.942336,1654.005439
22.898001,17.805454,25.041171,1911.704941
47.835894,38.027801,52.841004,1387.506915
50.059528,37.439674,10.049483,1859.077542
10.620775,56.454569,19.599009,1492.974892
20.347628,50.367245,46.593613,1671.454691
13.214714,38.542832,9.966381,1193.663295
46.413526,18.342710,32.466451,1968.477276
13.090887,57.542916,29.973809,1140.607159
28.152005,11.498793,29.690869,1734.031834
8.189568,21.781629,24.177021,1294.887055
26.683240,12.034488,0.613819,1089.198997
33.035198,33.655587,60.317878,1511.875227
52.536737,38.021418,42.772654,1496.301684
29.891250,12.300169,28.269919,1662.016073
24.878807,55.689937,3.028419,1873.234510
48.510435,51.270709,24.385065,1886.865329
22.870011,19.827809,45.566482,1522.447075
41.986517,51.623763,35.807181,1550.682193
39.852364,72.158664,29.333429,1909.254526
12.698172,13.522545,2.414530,1404.453274
17.345165,27.882432,61.696900,1017.464200
21.240962,41.443981,42.861642,1872.786345
12.715046,17.655553,17.676342,1987.713618
13.507477,15.122240,35.445120,1257.790149
15.269354,42.709038,27.386493,1679.588963
53.815575,33.630304,24.728498,1909.523949
41.668570,55.828457,11.025668,1625.713038
18.718453,33.280523,45.984277,1932.777460
12.882938,46.628749,39.204650,1862.750217
44.353745,16.778706,34.227068,1724.785321
55.701686,20.857015,18.574464,1171.887753
49.780061,16.815064,36.976225,1408.423759
18.891478,61.355141,41.148179,1303.175862
9.482943,43.589054,28.717575,1521.159185
33.077288,57.977906,21.744467,1232.965483
32.489463,76.559495,23.032299,1849.716334
25.224559,16.819191,28.923792,1081.706027
11.866867,23.954804,36.939984,1453.226365
4.495601,22.134577,6.408054,1684.694895
11.573755,21.957170,3.445969,1608.582256
40.400537,72.298618,30.777464,1000.526759
29.225701,11.039636,34.327553,1906.588802
33.322388,53.223787,14.621151,1876.333446
14.966632,29.341912,37.936281,1039.447858
26.715173,58.688895,15.542002,1564.809617
37.449522,30.069833,63.839653,1685.779674
19.516246,72.281180,0.217161,1406.748337
47.093580,67.050051,30.619730,1707.701032
30.608323,4.355305,7.140420,1969.037854
24.346697,5.936272,9.954065,1453.255256
34.027741,12.815041,37.066735,1527.959954
56.925084,39.538934,21.139691,1210.504900
28.969277,16.234840,51.038598,1289.896152
27.412472,57.456817,35.778190,1018.993000
52.525587,34.468099,25.298463,1895.514643
31.566638,15.651158,47.295759,1640.708148
58.742564,47.379596,14.504821,1373.495380
44.311739,11.947131,33.014040,1848.151705
36.404127,16.442484,51.449710,1305.135608
54.406707,33.884679,10.064333,1618.920431
25.192388,12.552620,4.897012,1791.034576
22.107632,19.307196,34.264544,1668.565065
55.864354,50.280085,10.508590,1588.133242
19.362155,17.355685,49.589534,1129.645553
43.385854,51.394941,17.217656,1706.445787
21.707453,59.295691,14.782212,1662.137838
36.273969,25.548417,56.928477,1540.246448
40.210249,11.047504,30.354010,1934.472718
45.978639,38.465678,56.804401,1009.631467
6.343730,43.878595,15.995806,1624.388841
13.168593,43.027550,9.871537,1618.715974
34.379616,19.206741,62.930153,1346.849889
54.152171,20.052012,25.104827,1177.825641
54.330724,35.402084,4.836241,1031.644045
13.462381,12.517142,24.949926,1796.962719
27.161523,46.169830,61.536569,1468.159159
13.736401,43.550173,12.715029,1948.312519
34.902916,50.925751,47.558280,1951.382868
33.626640,41.911593,55.495175,1502.896624
43.748614,47.305027,34.610985,1423.538294
14.104776,53.485299,36.651609,1724.340690
9.966291,47.126449,9.362959,1036.829276
20.171571,50.715357,11.426199,1252.262092
27.552747,2.880386,3.272347,1589.915543
11.471120,62.361332,22.566693,1934.852335
46.787040,51.164063,4.346140,1422.268684
9.818305,53.394601,25.325558,1894.042120
36.639858,22.369783,51.330185,1140.401328
26.027933,80.716446,4.318036,1027.851911
13.188368,25.500505,0.385011,1669.507379
17.784518,53.300020,44.537546,1994.418213
36.656221,49.986530,42.158149,1848.106097
45.574642,23.318912,31.790701,1581.130120
11.839695,43.295537,24.610493,1934.935849
46.115638,71.359034,16.530840,1902.309370
23.136250,47.562060,35.276720,1838.666819
15.495837,40.679836,47.182778,1278.957423
32.220650,50.865333,14.097732,1730.443098
50.670585,26.403435,27.228108,1185.057149
15.887739,27.799925,53.837916,1231.544974
17.433138,10.080775,16.238459,1049.439130
17.679589,75.395428,1.872013,1014.519568
52.354163,40.794947,29.715302,1241.357198
17.833934,14.770644,5.078901,1654.739324
37.972321,60.579706,5.276454,1182.152957
45.966080,58.782312,34.157801,1661.194130
10.865020,18.777614,32.492794,1780.321773
55.707975,22.019176,26.379058,1796.419702
15.555777,56.112278,16.119265,1216.302608
36.850419,8.636839,2.747101,1666.138437
17.471308,11.568410,19.389278,1122.755935
49.851035,31.062117,57.054345,1860.853250
2.898678,40.197713,12.414818,1561.432513
52.995663,28.495388,27.348319,1479.418768
30.771718,15.707573,49.506134,1977.111300
28.887589,60.398420,3.945746,1311.790757
10.422885,45.409145,21.852923,1477.847098
6.120137,39.417500,4.569310,1607.919720
58.427721,37.311482,9.247765,1373.181936
51.682920,14.876800,7.074755,1564.145059
43.208367,45.885899,10.109382,1695.245445
44.712257,76.929621,12.694979,1092.623872
50.320120,15.224289,14.729533,1441.097255
47.174433,52.547404,43.237757,1757.585999
36.930584,62.298695,46.373644,1014.567824
34.879725,16.356346,51.609616,1743.023456
10.380750,15.709002,26.942066,1642.656109
17.889689,29.529872,57.569382,1697.242527
16.671165,27.781308,34.773529,1891.701955
41.332705,42.022986,43.249463,1852.809347
47.292138,70.495451,26.211063,1754.516899
30.626556,77.454998,25.631982,1797.396447
26.728026,4.417539,25.974759,1706.427508
28.156908,80.798612,1.905316,1978.877148
40.768157,10.853132,13.913631,1796.179556
16.896564,53.115247,22.757189,1077.171013
17.988328,34.756758,53.233944,1019.309116
14.116041,9.626631,1.747754,1750.205482
47.609866,48.035098,9.164022,1633.362220
60.070490,25.019037,8.873397,1184.795698
50.811435,34.106551,11.179608,1352.624061
42.573915,46.871450,40.466358,1666.202344
12.487488,50.662321,29.301354,1134.589381
46.301562,11.033794,22.131415,1309.907838
43.713672,22.451160,38.405365,1073.664704
17.559560,72.144537,1.096817,1819.901417
18.164140,24.943574,34.155865,1385.948677
43.572011,40.561306,62.263540,1295.900872
42.014798,52.279695,21.325685,1246.849430
10.014746,26.109419,8.601044,1782.284702
18.151928,59.823411,33.611304,1559.153359
15.776963,25.975219,58.065078,1609.101257
36.411568,24.463557,59.912991,1938.712378
31.224372,14.829837,38.991709,1870.115320
17.004803,19.559811,21.530337,1580.748177
30.524854,35.173364,64.491597,1410.597460
36.105825,9.182520,18.012780,1568.778162
27.679046,68.917991,37.732362,1208.962114
39.586871,48.958989,50.244083,1878.851278
15.020029,23.076623,31.938243,1301.590881
32.535467,21.147531,57.686891,1194.320234
15.402122,51.540058,36.751779,1512.288700
4.783776,30.865713,1.572110,1680.041546
39.255497,72.339927,34.560971,1198.451005
10.549031,31.899865,17.684700,1940.658060
33.534044,8.230575,11.946429,1033.263223
8.936429,19.306086,8.054865,1171.530868
38.835825,15.102119,7.401478,1696.192503
22.228754,57.693052,41.667828,1822.852711
11.991971,50.812734,27.726451,1811.965971
26.797817,46.052859,39.428720,1253.787042
15.190176,26.992542,34.529463,1962.117075
24.117745,15.789093,28.270090,1676.250040
38.330600,57.345906,3.596888,1019.945489
22.929998,49.374453,3.245603,1044.058174
16.837339,22.767270,25.698584,1368.009114
51.202753,14.443530,1.891576,1152.962285
58.214754,32.297171,5.895400,1501.226716
11.445210,34.384574,25.301013,1409.403090
61.104845,36.172890,14.557102,1005.955034
52.672314,45.297134,37.556222,1392.984321
24.261707,18.022686,52.023019,1056.475205
47.060734,17.298292,45.171063,1873.821375
25.047051,78.937861,8.190477,1672.228697
60.738315,28.406514,16.078886,1218.133005
33.377765,66.075811,46.042663,1720.495335
9.359184,47.655686,15.121632,1171.433691
35.605253,56.404216,51.020458,1162.931010
31.057084,50.248811,49.277295,1884.422371
14.131498,50.536175,34.743202,1051.467889
11.443574,19.918117,12.091708,1380.809703
56.741809,39.795761,22.240274,1320.244569
4.943108,39.371793,11.732585,1819.371323
28.214097,42.171627,50.138303,1964.225021
10.516637,51.417345,32.706972,1421.788683
34.224500,51.467013,30.573919,1961.320499
37.766370,16.178749,29.677884,1391.519321
10.081229,38.245111,24.241878,1808.455411
44.914250,17.008083,0.093396,1193.538956
8.460534,38.276296,27.212538,1059.321877
37.078066,54.326733,12.781551,1643.749878
10.807934,39.130157,27.143619,1040.614618
39.701670,49.310782,17.698131,1842.167563
44.856707,15.152823,34.215081,1110.916306
39.841702,36.870018,56.132818,1262.446753
18.861939,44.325831,54.620722,1088.956788
17.078015,48.341754,8.292564,1151.395709
20.670352,55.154406,37.401271,1424.345295
33.867002,11.341351,34.509773,1745.955703
19.787877,12.754355,26.621164,1685.369511
26.741431,8.038262,40.314252,1103.906769
39.601274,27.297746,59.556632,1445.817053
48.931999,56.542971,33.627536,1971.922575
54.908880,44.318648,9.762601,1005.577792
44.272195,15.314018,21.279227,1698.201484
32.896706,45.995003,48.995079,1095.132079
7.922233,38.172314,3.857179,1424.100589
13.842009,57.126839,39.030553,1450.653865
15.577663,49.850981,27.984574,1585.784924
39.377950,7.970178,1.130574,1769.559281
45.762952,34.172243,45.142081,1055.658274
23.579496,48.159563,39.453350,1718.395329
19.658909,54.756407,18.256076,1929.949529
33.287889,15.985439,38.186650,1846.000196
56.117915,30.874000,18.913156,1360.479007
25.767205,10.293250,24.122777,1769.678278
23.510375,39.559839,62.841608,1765.095578
9.526707,63.813929,12.202452,1210.732498
25.224125,54.667540,29.191632,1498.490991
24.457223,53.652093,13.512493,1189.653870
21.086509,11.901118,24.430000,1491.692883
14.121482,48.584558,25.789077,1333.274291
42.096762,47.499667,5.682873,1241.819603
15.753805,17.763639,24.481383,1565.245618
28.051220,56.819780,49.591515,1149.352369
42.072569,77.331754,1.846118,1836.239493
55.652252,26.177880,20.613380,1880.882218
27.980312,54.616777,34.705287,1024.987632
18.199540,71.195185,27.666791,1962.941196
42.391525,17.105555,54.667722,1621.609919
29.627628,57.026535,15.964315,1625.185942
31.359189,7.715889,22.992335,1149.242284
39.975640,50.792680,51.232039,1506.097415
14.214624,55.844711,10.583972,1992.447224
35.037457,8.235392,21.586009,1761.071222
51.533651,40.787947,45.837152,1424.917455
25.971423,55.858798,2.495878,1604.274028
20.747266,22.092710,55.324556,1928.596005
23.873610,71.375175,26.882374,1894.925806
19.933482,11.552129,5.251595,1166.517015
26.959301,56.672725,4.331706,1794.203422
34.103410,8.225697,1.610194,1790.328511
58.842798,42.578517,19.446827,1015.387052
32.273356,52.763098,12.210546,1384.712472
56.280810,44.881165,27.924202,1478.000208
41.843103,30.121586,64.831339,1771.497769
9.334639,27.169294,3.621226,1697.190381
53.503539,40.518628,38.646868,1377.608369
52.492834,56.367027,6.018090,1457.304261
42.834724,52.897277,31.081847,1970.564622
45.449188,43.289563,53.111565,1917.466463
10.337370,63.867996,1.211223,1413.865438
25.268018,38.681791,56.340908,1392.341238
43.689380,58.834005,1.993212,1087.249403
48.520489,8.475694,2.542046,1919.308085
50.010330,51.552434,15.903142,1490.688366
48.729017,21.436975,41.726607,1215.310291
56.953156,38.595239,26.996573,1815.491249
45.227111,51.300175,43.761990,1633.555412
32.985203,21.432944,51.240312,1442.850867
58.743889,30.475958,19.541353,1923.490583
8.830993,36.285957,44.804225,1096.250213
26.138680,11.554418,39.246930,1391.934891
28.512171,14.052218,34.941217,1714.265471
32.094854,12.976275,20.183997,1960.338323
20.865465,21.230250,47.968440,1708.556950
46.280295,66.102682,34.905150,1232.842399
48.130042,73.966500,11.093630,1634.939342
22.048841,16.411298,18.796061,1042.599505
37.881575,60.839597,2.595867,1107.223086
16.116808,42.622212,2.731574,1265.172690
7.678170,22.440399,27.404868,1428.724613
31.781335,12.429472,45.550044,1803.552374
57.261616,16.526829,3.092552,1767.496864
41.547265,22.325923,57.577950,1780.561236
27.184609,57.608958,28.205629,1010.852011
38.480110,57.190676,51.314643,1452.840918
21.955276,65.919597,34.254141,1605.951595
23.417019,45.583447,56.425107,1042.900211
47.824709,47.884138,6.312022,1278.244038
36.191784,32.178431,70.576822,1495.064223
12.842016,29.314370,35.120655,1466.403098
20.335841,73.196704,12.773230,1253.789853
29.858062,41.674380,62.556641,1373.251850
19.394011,31.816730,57.162880,1122.275944
55.181610,25.191143,10.008072,1447.096818
45.158934,46.089820,36.923654,1354.742111
47.225268,38.191317,29.095284,1762.468311
37.075623,51.537863,31.252428,1936.866958
11.432554,63.505953,14.989159,1211.123985
26.927816,4.893400,27.070080,1384.701662
6.119861,29.798697,4.349017,1259.505001
15.467152,31.474586,38.196630,1401.164109
39.468010,49.564515,21.629659,1912.245388
45.021794,35.704711,42.240307,1132.529747
6.189379,36.535962,25.161818,1220.294294
24.946013,47.119582,39.412716,1008.736899
48.576039,28.318195,32.097279,1961.917002
51.048714,25.502007,25.330033,1247.137537
36.305399,2.884591,5.337991,1294.582340
7.444060,22.857435,31.402554,1274.239085
28.658539,11.087778,48.080997,1860.288425
59.826523,43.098501,17.754765,1142.505623
21.568482,50.818106,44.937990,1532.556613
44.073265,22.398755,34.701014,1244.684611
52.476447,39.348278,34.934036,1102.940866
48.743617,55.117308,36.314348,1221.609263
48.935266,46.747846,10.940448,1400.114324
17.654967,74.538928,10.528090,1961.422509
21.046062,46.024433,42.508278,1959.004795
58.566727,29.617652,15.388242,1224.623171
15.857833,42.624791,12.124252,1999.361205
30.902987,8.588070,37.796334,1149.631282
35.868575,18.156544,46.247700,1923.733203
37.982268,11.807056,30.117253,1111.913629
7.878335,54.051274,4.982950,1045.853324
55.885492,46.788268,0.626563,1527.737281
30.521933,9.223355,4.323486,1507.480712
33.914855,33.305415,64.105901,1444.193592
33.159290,44.272936,47.303346,1636.463549
27.238581,50.901357,45.620271,1285.096775
32.229836,7.104349,21.395062,1888.188976
45.192128,39.318703,56.267394,1805.027728
17.970091,14.878270,33.649704,1173.210577
36.665065,18.807983,62.669683,1939.827123
37.151430,30.513624,60.917143,1669.615285
44.227212,54.124789,1.355131,1153.232072
52.708206,62.469736,3.263276,1180.073079
44.614101,5.565156,5.569986,1065.671572
42.229631,43.913518,33.601770,1863.216090
14.350917,12.946409,28.424189,1464.267595
51.705699,29.420336,20.382790,1019.157375
43.246355,54.795148,44.950577,1940.355303
42.352077,13.057609,35.007498,1968.705796
10.622938,21.854922,33.829712,1172.302441
52.860096,41.280428,36.305307,1999.025932
29.016841,50.800684,0.496576,1401.852000
6.593915,48.397410,8.699314,1320.230511
53.850188,49.617637,18.470786,1066.127284
9.582683,39.720031,28.067677,1902.606353
54.210599,15.620547,4.811127,1244.882868
39.244722,16.052744,16.421054,1195.024245
33.703976,47.142305,47.069488,1887.188683
29.594138,12.489141,14.787397,1676.503506
9.097555,33.515733,31.649247,1669.188856
11.551420,27.601280,20.089863,1049.128014
27.448516,50.220726,2.246829,1977.940005
12.796281,45.211700,25.982081,1155.371620
29.376163,18.331891,43.188026,1008.251468
53.631357,30.348074,29.794407,1215.748638
11.149242,13.838045,20.875121,1744.750436
44.685109,15.331668,37.542451,1352.526993
21.117999,58.540956,20.079537,1706.050494
47.802006,17.070499,28.179746,1879.613762
38.388098,55.940146,25.586091,1778.788693
15.556913,37.116795,22.398483,1777.027074
39.192884,43.407610,47.365524,1391.327673
21.016289,64.430974,40.701719,1261.721613
18.932847,22.845794,29.139394,1800.167893
34.675054,58.114133,21.826241,1643.615177
10.380455,53.358944,20.657003,1960.946165
36.363273,55.155037,30.646589,1123.032253
49.154926,17.804694,29.999177,1730.476650
53.181509,22.340460,10.470406,1083.438676
11.267268,64.700955,2.364027,1980.776434
39.777757,43.785769,45.724457,1343.782235
9.969236,64.345223,15.904943,1174.648243
38.852109,11.486769,38.700157,1892.919673
13.286376,43.703485,0.894557,1648.094433
35.310943,36.755488,66.225343,1281.365225
39.249597,9.848418,37.596307,1366.540159
13.126016,32.930746,21.883421,1839.059082
12.262637,28.384419,2.109810,1234.879002
25.610814,17.048381,47.915992,1714.746792
11.753945,68.031071,7.397189,1745.859864
17.409677,24.048482,42.072312,1216.495859
39.151832,57.765261,24.746268,1960.927786
49.192391,17.970867,38.802908,1182.812084
44.541333,39.611982,40.482060,1820.198463
28.512465,6.309010,15.127531,1067.721504
40.753808,9.970926,32.327192,1628.545930
51.955246,34.538415,2.475286,1074.636890
25.011573,59.038531,46.822451,1348.742810
49.622688,20.963533,0.470955,1419.678861
29.681787,12.761405,24.106810,1015.669909
45.619468,46.642650,27.567633,1592.600056
47.548837,11.830331,26.851730,1452.562841
21.552328,15.020816,46.652765,1478.356474
51.027597,36.410903,16.730051,1669.202866
30.153738,73.039920,30.429672,1011.252002
50.018535,41.345464,29.624289,1002.406614
41.836103,54.544369,18.704361,1451.967295
47.616072,71.665314,6.785201,1720.944912
36.431669,15.655091,29.312630,1159.183449
48.103676,55.606305,42.001159,1552.343444
35.450067,7.603322,26.527673,1699.107175
12.523909,40.453846,49.611086,1541.311346
47.450939,47.168079,41.810797,1251.964381
41.005350,25.523798,61.822110,1732.165978
2.531988,29.924382,13.260606,1363.329982
9.554401,32.931414,22.484927,1836.823479
19.903032,55.953124,27.799785,1920.770740
36.201169,5.142904,14.687506,1590.882081
31.363681,49.015646,26.107134,1688.728889
30.499899,31.642490,56.098030,1159.710068
19.704379,53.327839,17.771082,1187.060829
59.315084,23.458447,13.055935,1310.379226
14.678650,53.308273,38.866682,1655.352405
56.253184,32.493695,10.178967,1683.249090
22.579462,73.615545,12.983230,1588.989295
37.598470,22.618131,58.511197,1279.214048
16.255121,67.565027,29.035689,1767.130004
8.035430,41.091900,37.393049,1042.048357
30.608508,64.187402,43.192135,1125.835111
40.153783,12.726016,8.303431,1789.347179
49.587637,70.450540,12.098310,1039.078012
26.720742,4.302728,3.399572,1400.144619
10.451694,13.436225,17.961075,1823.919519
30.818214,49.766099,17.588514,1279.960867
41.534317,31.435162,67.578749,1933.476516
56.538874,27.805863,6.876887,1930.458322
47.377802,41.898909,10.421501,1227.455503
49.196023,49.392465,35.154666,1176.090826
48.268322,21.037007,11.056675,1152.232203
24.452672,59.748781,48.691430,1540.583672
42.568714,52.244242,29.317263,1752.201849
50.578696,64.491605,20.030056,1442.614810
35.220281,41.763049,67.369931,1967.067376
38.298606,54.088168,25.258395,1434.853071
58.962370,33.017608,9.294969,1450.063800
31.566705,77.723670,12.988162,1924.076543
56.869074,20.456417,22.633337,1224.344913
42.236524,22.258247,40.908403,1035.698660
10.892535,49.874659,12.389719,1903.802015
11.325924,29.948966,16.258364,1231.188902
16.955543,70.153115,23.365159,1221.958590
51.387355,20.550585,44.939185,1886.612089
58.516929,30.335822,31.313375,1003.297597
3.609129,43.189754,8.371557,1152.824739
18.076867,14.480533,31.822815,1226.887530
52.399903,37.964191,26.934762,1886.058431
33.945094,60.490646,0.622475,1554.029134
17.630175,40.540365,26.513534,1870.414433
